IdLimite,LIMITE_DIARIO_ANTERIOR,LIMITE_DIARIO_ACTUAL,FECHA_ACTUALIZACION_DIA,LIMITE_SEMANA_ANTERIOR,LIMITE_SEMANA_ACTUAL,FECHA_ACTUALIZACION_SEMANA,LIMITE_MENSUAL_ANTERIOR,LIMITE_MENSUAL_ACTUAL,FECHA_ACTUALIZACION_MENSUAL,LIMITE_PERDIDA_DIARIO_ANTERIOR,LIMITE_PERDIDA_DIARIO_ACTUAL,FECHA_ACTUAL_DIARIO_PERDIDA,LIMITE_PERDIDA_SEMANA_ANTERIOR,LIMITE_PERDIDA_SEMANA_ACTUAL,FECHA_ACTUAL_SEMANA_PERDIDA,LIMITE_PERDIDA_MES_ANTERIOR ,LIMITE_PERDIDA_MES_ACTUAL,FECHA_ACTUAL_MES_PERDIDA ,TIEMPO_ACTIVIDAD_SESSION,IdUsuario,ESTADO
292,397872.99,518886.58,2/12/2019 0:00,137748.95,414245.58,4/16/2019 0:00,463322.35,320643.92,4/19/2019 0:00,259443.29,155665.97,4/19/2019 0:00,68874.48,27549.79,4/19/2019 0:00,277993.41,46332.24,4/19/2019 0:00,8,292,Disponible
293,768782.23,856951.33,11/24/2018 0:00,361412.63,164101.31,2/24/2019 0:00,564451.26,852561.12,5/28/2019 0:00,428475.67,257085.40,5/28/2019 0:00,180706.32,72282.53,5/28/2019 0:00,338670.76,56445.13,5/28/2019 0:00,1,293,Disponible
294,249200.44,862135.06,11/4/2018 0:00,414785.32,304468.26,11/23/2018 0:00,457340.29,438113.25,1/29/2019 0:00,431067.53,258640.52,1/29/2019 0:00,207392.66,82957.06,1/29/2019 0:00,274404.17,45734.03,1/29/2019 0:00,4,294,Disponible
295,322036.16,839500.81,12/19/2018 0:00,234023.16,482537.58,3/19/2019 0:00,923751.56,615587.62,9/21/2019 0:00,419750.41,251850.24,9/21/2019 0:00,117011.58,46804.63,9/21/2019 0:00,554250.94,92375.16,9/21/2019 0:00,11,295,Disponible
296,191430.93,476571.98,6/20/2019 0:00,179946.44,901177.61,7/21/2019 0:00,553724.30,412241.87,4/10/2019 0:00,238285.99,142971.59,4/10/2019 0:00,89973.22,35989.29,4/10/2019 0:00,332234.58,55372.43,4/10/2019 0:00,1,296,Disponible
297,243009.81,266913.19,4/15/2019 0:00,951808.94,789632.76,12/25/2018 0:00,801794.60,844292.58,1/20/2019 0:00,133456.60,80073.96,1/20/2019 0:00,475904.47,190361.79,1/20/2019 0:00,481076.76,80179.46,1/20/2019 0:00,1,297,Disponible
298,454952.06,681696.61,9/21/2019 0:00,763241.76,821388.83,7/22/2019 0:00,462457.97,685670.51,9/8/2019 0:00,340848.31,204508.98,9/8/2019 0:00,381620.88,152648.35,9/8/2019 0:00,277474.78,46245.80,9/8/2019 0:00,7,298,Disponible
299,148402.55,713318.26,6/22/2019 0:00,200447.49,633905.17,11/3/2018 0:00,963255.64,925938.73,10/26/2018 0:00,356659.13,213995.48,10/26/2018 0:00,100223.75,40089.50,10/26/2018 0:00,577953.38,96325.56,10/26/2018 0:00,7,299,Disponible
300,438365.62,338650.89,1/9/2019 0:00,193232.05,617493.41,7/14/2019 0:00,100257.48,859602.74,3/28/2019 0:00,169325.45,101595.27,3/28/2019 0:00,96616.03,38646.41,3/28/2019 0:00,60154.49,10025.75,3/28/2019 0:00,3,300,Disponible
301,341405.50,533007.10,1/20/2019 0:00,991116.73,810064.63,4/7/2019 0:00,145804.93,592656.14,11/2/2018 0:00,266503.55,159902.13,11/2/2018 0:00,495558.37,198223.35,11/2/2018 0:00,87482.96,14580.49,11/2/2018 0:00,3,301,Disponible
302,235048.24,53755.94,9/28/2019 0:00,530547.55,399090.00,6/7/2019 0:00,789304.32,886798.95,10/21/2018 0:00,26877.97,16126.78,10/21/2018 0:00,265273.78,106109.51,10/21/2018 0:00,473582.59,78930.43,10/21/2018 0:00,5,302,Disponible
303,184362.80,449687.24,4/15/2019 0:00,420527.98,970377.26,2/10/2019 0:00,598013.88,404033.27,5/29/2019 0:00,224843.62,134906.17,5/29/2019 0:00,210263.99,84105.60,5/29/2019 0:00,358808.33,59801.39,5/29/2019 0:00,2,303,Disponible
304,899845.31,885446.35,9/25/2019 0:00,970146.29,373554.24,11/29/2018 0:00,723813.82,448555.45,4/2/2019 0:00,442723.18,265633.91,4/2/2019 0:00,485073.15,194029.26,4/2/2019 0:00,434288.29,72381.38,4/2/2019 0:00,8,304,Disponible
305,902265.21,585302.53,8/3/2019 0:00,620958.91,372155.47,9/1/2019 0:00,342587.90,513304.31,11/8/2018 0:00,292651.27,175590.76,11/8/2018 0:00,310479.46,124191.78,11/8/2018 0:00,205552.74,34258.79,11/8/2018 0:00,9,305,Disponible
306,344822.07,712371.02,3/12/2019 0:00,162329.59,702795.95,9/30/2019 0:00,416542.80,379131.11,4/21/2019 0:00,356185.51,213711.31,4/21/2019 0:00,81164.80,32465.92,4/21/2019 0:00,249925.68,41654.28,4/21/2019 0:00,8,306,Disponible
307,147750.75,766237.20,10/3/2019 0:00,934037.66,516152.68,7/15/2019 0:00,936507.40,299701.55,1/27/2019 0:00,383118.60,229871.16,1/27/2019 0:00,467018.83,186807.53,1/27/2019 0:00,561904.44,93650.74,1/27/2019 0:00,2,307,Disponible
308,188572.62,741221.03,11/21/2018 0:00,580149.42,408881.18,3/28/2019 0:00,756808.44,607426.47,2/26/2019 0:00,370610.52,222366.31,2/26/2019 0:00,290074.71,116029.88,2/26/2019 0:00,454085.06,75680.84,2/26/2019 0:00,8,308,Disponible
309,642693.35,989793.76,2/9/2019 0:00,379369.94,898438.08,2/19/2019 0:00,796203.04,685644.73,7/25/2019 0:00,494896.88,296938.13,7/25/2019 0:00,189684.97,75873.99,7/25/2019 0:00,477721.82,79620.30,7/25/2019 0:00,8,309,Disponible
310,157122.14,987050.84,2/22/2019 0:00,357425.15,231894.30,5/2/2019 0:00,989228.33,961918.92,5/2/2019 0:00,493525.42,296115.25,5/2/2019 0:00,178712.58,71485.03,5/2/2019 0:00,593537.00,98922.83,5/2/2019 0:00,5,310,Disponible
311,319679.53,821209.10,6/15/2019 0:00,634220.69,942780.64,10/6/2019 0:00,830654.23,793886.51,9/14/2019 0:00,410604.55,246362.73,9/14/2019 0:00,317110.35,126844.14,9/14/2019 0:00,498392.54,83065.42,9/14/2019 0:00,11,311,Disponible
312,104644.03,357811.95,1/6/2019 0:00,584245.47,38638.83,3/21/2019 0:00,840389.18,781728.29,1/22/2019 0:00,178905.98,107343.59,1/22/2019 0:00,292122.74,116849.09,1/22/2019 0:00,504233.51,84038.92,1/22/2019 0:00,3,312,Disponible
313,722034.66,716159.39,10/20/2018 0:00,272491.37,507422.09,9/15/2019 0:00,958761.85,716885.67,4/11/2019 0:00,358079.70,214847.82,4/11/2019 0:00,136245.69,54498.27,4/11/2019 0:00,575257.11,95876.19,4/11/2019 0:00,12,313,Disponible
314,940633.29,551813.82,9/14/2019 0:00,850531.70,892638.97,4/17/2019 0:00,675741.86,234233.04,10/31/2018 0:00,275906.91,165544.15,10/31/2018 0:00,425265.85,170106.34,10/31/2018 0:00,405445.12,67574.19,10/31/2018 0:00,2,314,Disponible
315,307531.33,333047.48,11/27/2018 0:00,632719.82,886640.16,7/15/2019 0:00,80050.91,721383.82,7/16/2019 0:00,166523.74,99914.24,7/16/2019 0:00,316359.91,126543.96,7/16/2019 0:00,48030.55,8005.09,7/16/2019 0:00,1,315,Disponible
316,878586.70,234498.79,11/6/2018 0:00,964409.13,682074.66,12/6/2018 0:00,402814.71,786617.18,12/8/2018 0:00,117249.40,70349.64,12/8/2018 0:00,482204.57,192881.83,12/8/2018 0:00,241688.83,40281.47,12/8/2018 0:00,9,316,Disponible
317,575923.46,881102.56,3/6/2019 0:00,228271.55,929507.36,11/4/2018 0:00,127126.87,624794.58,2/12/2019 0:00,440551.28,264330.77,2/12/2019 0:00,114135.78,45654.31,2/12/2019 0:00,76276.12,12712.69,2/12/2019 0:00,7,317,Disponible
318,611161.42,29697.41,5/3/2019 0:00,733721.37,922720.23,5/26/2019 0:00,162115.55,287994.72,3/10/2019 0:00,14848.71,8909.22,3/10/2019 0:00,366860.69,146744.27,3/10/2019 0:00,97269.33,16211.56,3/10/2019 0:00,10,318,Disponible
319,613321.42,743889.56,3/8/2019 0:00,919145.00,603195.98,8/27/2019 0:00,740310.98,516354.83,8/14/2019 0:00,371944.78,223166.87,8/14/2019 0:00,459572.50,183829.00,8/14/2019 0:00,444186.59,74031.10,8/14/2019 0:00,4,319,Disponible
320,618390.37,382231.60,7/25/2019 0:00,163841.81,606221.17,4/2/2019 0:00,269584.00,268607.01,2/5/2019 0:00,191115.80,114669.48,2/5/2019 0:00,81920.91,32768.36,2/5/2019 0:00,161750.40,26958.40,2/5/2019 0:00,6,320,Disponible
321,894674.44,198766.88,7/1/2019 0:00,420593.79,296666.62,5/20/2019 0:00,808073.69,107675.61,7/7/2019 0:00,99383.44,59630.06,7/7/2019 0:00,210296.90,84118.76,7/7/2019 0:00,484844.21,80807.37,7/7/2019 0:00,11,321,Disponible
322,647097.07,320104.41,7/26/2019 0:00,946346.41,990598.64,6/22/2019 0:00,272769.38,614309.97,2/25/2019 0:00,160052.21,96031.32,2/25/2019 0:00,473173.21,189269.28,2/25/2019 0:00,163661.63,27276.94,2/25/2019 0:00,5,322,Disponible
323,709307.60,298700.08,7/13/2019 0:00,831043.15,425280.28,7/10/2019 0:00,702050.09,670835.48,4/16/2019 0:00,149350.04,89610.02,4/16/2019 0:00,415521.58,166208.63,4/16/2019 0:00,421230.05,70205.01,4/16/2019 0:00,4,323,Disponible
324,228464.64,775977.15,12/29/2018 0:00,316113.49,321301.87,8/29/2019 0:00,664366.36,616949.73,8/22/2019 0:00,387988.58,232793.15,8/22/2019 0:00,158056.75,63222.70,8/22/2019 0:00,398619.82,66436.64,8/22/2019 0:00,11,324,Disponible
325,319966.55,198734.96,8/4/2019 0:00,434745.65,346008.44,1/19/2019 0:00,140938.94,863495.44,7/1/2019 0:00,99367.48,59620.49,7/1/2019 0:00,217372.83,86949.13,7/1/2019 0:00,84563.36,14093.89,7/1/2019 0:00,10,325,Disponible
326,928416.41,821312.12,8/28/2019 0:00,812778.94,507558.02,7/24/2019 0:00,858739.96,692875.61,2/27/2019 0:00,410656.06,246393.64,2/27/2019 0:00,406389.47,162555.79,2/27/2019 0:00,515243.98,85874.00,2/27/2019 0:00,12,326,Disponible
327,359057.99,428026.31,3/12/2019 0:00,133882.96,660785.22,7/19/2019 0:00,782466.31,859823.80,5/21/2019 0:00,214013.16,128407.89,5/21/2019 0:00,66941.48,26776.59,5/21/2019 0:00,469479.79,78246.63,5/21/2019 0:00,4,327,Disponible
328,592838.78,474159.68,5/2/2019 0:00,55686.07,278493.43,10/22/2018 0:00,426688.34,887403.59,12/28/2018 0:00,237079.84,142247.90,12/28/2018 0:00,27843.04,11137.21,12/28/2018 0:00,256013.00,42668.83,12/28/2018 0:00,9,328,Disponible
329,256297.93,395240.84,8/19/2019 0:00,289567.76,225472.26,9/13/2019 0:00,449411.89,585952.60,12/5/2018 0:00,197620.42,118572.25,12/5/2018 0:00,144783.88,57913.55,12/5/2018 0:00,269647.13,44941.19,12/5/2018 0:00,4,329,Disponible
330,174453.37,863519.67,1/27/2019 0:00,318537.82,474481.54,7/21/2019 0:00,128689.21,143193.57,6/27/2019 0:00,431759.84,259055.90,6/27/2019 0:00,159268.91,63707.56,6/27/2019 0:00,77213.53,12868.92,6/27/2019 0:00,1,330,Disponible
331,579183.05,152832.36,3/3/2019 0:00,438844.12,263946.93,8/7/2019 0:00,776157.72,744543.87,7/8/2019 0:00,76416.18,45849.71,7/8/2019 0:00,219422.06,87768.82,7/8/2019 0:00,465694.63,77615.77,7/8/2019 0:00,11,331,Disponible
332,521399.94,935042.64,4/19/2019 0:00,672821.17,246536.57,7/8/2019 0:00,761382.43,856369.15,4/9/2019 0:00,467521.32,280512.79,4/9/2019 0:00,336410.59,134564.23,4/9/2019 0:00,456829.46,76138.24,4/9/2019 0:00,10,332,Disponible
333,722513.34,118311.04,12/28/2018 0:00,749604.68,89371.88,5/26/2019 0:00,980563.05,272206.08,9/18/2019 0:00,59155.52,35493.31,9/18/2019 0:00,374802.34,149920.94,9/18/2019 0:00,588337.83,98056.31,9/18/2019 0:00,4,333,Disponible
334,810807.71,910614.21,9/29/2019 0:00,938475.01,412701.95,9/13/2019 0:00,400008.45,244789.79,6/26/2019 0:00,455307.11,273184.26,6/26/2019 0:00,469237.51,187695.00,6/26/2019 0:00,240005.07,40000.85,6/26/2019 0:00,1,334,Disponible
335,366964.43,847740.86,12/3/2018 0:00,660986.98,256215.97,1/26/2019 0:00,95811.63,298272.78,10/21/2018 0:00,423870.43,254322.26,10/21/2018 0:00,330493.49,132197.40,10/21/2018 0:00,57486.98,9581.16,10/21/2018 0:00,4,335,Disponible
336,880204.90,125562.21,6/11/2019 0:00,687956.65,513115.32,6/5/2019 0:00,235796.01,117212.09,2/22/2019 0:00,62781.11,37668.66,2/22/2019 0:00,343978.33,137591.33,2/22/2019 0:00,141477.61,23579.60,2/22/2019 0:00,3,336,Disponible
337,341627.79,520217.48,12/20/2018 0:00,232583.78,457643.11,6/27/2019 0:00,886755.69,758968.95,7/27/2019 0:00,260108.74,156065.24,7/27/2019 0:00,116291.89,46516.76,7/27/2019 0:00,532053.41,88675.57,7/27/2019 0:00,4,337,Disponible
338,624991.97,156614.21,5/30/2019 0:00,323601.64,727436.59,12/9/2018 0:00,371417.86,742601.88,7/10/2019 0:00,78307.11,46984.26,7/10/2019 0:00,161800.82,64720.33,7/10/2019 0:00,222850.72,37141.79,7/10/2019 0:00,6,338,Disponible
339,229120.56,838201.68,2/16/2019 0:00,936531.82,929240.83,4/8/2019 0:00,848850.05,777421.13,11/21/2018 0:00,419100.84,251460.50,11/21/2018 0:00,468265.91,187306.36,11/21/2018 0:00,509310.03,84885.01,11/21/2018 0:00,3,339,Disponible
340,26128.02,582387.59,5/23/2019 0:00,838081.14,886978.95,1/25/2019 0:00,851184.45,548658.45,5/6/2019 0:00,291193.80,174716.28,5/6/2019 0:00,419040.57,167616.23,5/6/2019 0:00,510710.67,85118.45,5/6/2019 0:00,4,340,Disponible
341,75028.97,228805.45,3/9/2019 0:00,377287.03,707060.55,6/20/2019 0:00,96513.09,970826.34,2/12/2019 0:00,114402.73,68641.64,2/12/2019 0:00,188643.52,75457.41,2/12/2019 0:00,57907.85,9651.31,2/12/2019 0:00,12,341,Disponible
342,376847.37,338795.60,7/1/2019 0:00,321087.01,273553.13,6/11/2019 0:00,82600.88,908473.92,2/16/2019 0:00,169397.80,101638.68,2/16/2019 0:00,160543.51,64217.40,2/16/2019 0:00,49560.53,8260.09,2/16/2019 0:00,2,342,Disponible
343,678191.51,449479.31,6/30/2019 0:00,36376.49,338493.08,9/2/2019 0:00,784459.30,858129.41,8/21/2019 0:00,224739.66,134843.79,8/21/2019 0:00,18188.25,7275.30,8/21/2019 0:00,470675.58,78445.93,8/21/2019 0:00,7,343,Disponible
344,580682.11,853602.48,6/20/2019 0:00,330296.65,625518.61,1/10/2019 0:00,486308.96,414908.47,2/3/2019 0:00,426801.24,256080.74,2/3/2019 0:00,165148.33,66059.33,2/3/2019 0:00,291785.38,48630.90,2/3/2019 0:00,5,344,Disponible
345,690993.26,452740.29,10/8/2019 0:00,210764.45,158655.62,6/14/2019 0:00,263610.87,390103.21,11/24/2018 0:00,226370.15,135822.09,11/24/2018 0:00,105382.23,42152.89,11/24/2018 0:00,158166.52,26361.09,11/24/2018 0:00,10,345,Disponible
346,398771.46,344903.67,10/6/2019 0:00,750449.51,913198.49,10/26/2018 0:00,367200.96,305691.85,10/25/2018 0:00,172451.84,103471.10,10/25/2018 0:00,375224.76,150089.90,10/25/2018 0:00,220320.58,36720.10,10/25/2018 0:00,4,346,Disponible
347,536720.19,640758.35,12/13/2018 0:00,325906.62,477702.48,11/4/2018 0:00,454574.48,394196.27,11/25/2018 0:00,320379.18,192227.51,11/25/2018 0:00,162953.31,65181.32,11/25/2018 0:00,272744.69,45457.45,11/25/2018 0:00,1,347,Disponible
348,145176.26,105873.85,9/28/2019 0:00,723082.86,730084.32,4/29/2019 0:00,365420.66,751745.21,6/15/2019 0:00,52936.93,31762.16,6/15/2019 0:00,361541.43,144616.57,6/15/2019 0:00,219252.40,36542.07,6/15/2019 0:00,12,348,Disponible
349,845081.64,545068.03,10/24/2018 0:00,330029.51,573762.54,5/27/2019 0:00,997004.62,925951.26,10/25/2018 0:00,272534.02,163520.41,10/25/2018 0:00,165014.76,66005.90,10/25/2018 0:00,598202.77,99700.46,10/25/2018 0:00,10,349,Disponible
350,337059.07,922513.95,7/5/2019 0:00,86678.87,672854.42,3/29/2019 0:00,192156.37,584253.56,3/20/2019 0:00,461256.98,276754.19,3/20/2019 0:00,43339.44,17335.77,3/20/2019 0:00,115293.82,19215.64,3/20/2019 0:00,12,350,Disponible
351,325561.03,480146.41,6/21/2019 0:00,171015.07,689678.63,7/26/2019 0:00,830678.39,958930.41,2/25/2019 0:00,240073.21,144043.92,2/25/2019 0:00,85507.54,34203.01,2/25/2019 0:00,498407.03,83067.84,2/25/2019 0:00,9,351,Disponible
352,774257.30,381248.72,5/11/2019 0:00,351743.00,861649.82,5/27/2019 0:00,702267.65,863577.12,5/17/2019 0:00,190624.36,114374.62,5/17/2019 0:00,175871.50,70348.60,5/17/2019 0:00,421360.59,70226.77,5/17/2019 0:00,11,352,Disponible
353,428707.36,543353.38,10/16/2019 0:00,197695.92,103904.37,2/6/2019 0:00,838880.39,374914.68,9/16/2019 0:00,271676.69,163006.01,9/16/2019 0:00,98847.96,39539.18,9/16/2019 0:00,503328.23,83888.04,9/16/2019 0:00,5,353,Disponible
354,999586.29,353115.68,7/30/2019 0:00,860604.22,296022.07,9/26/2019 0:00,81683.88,937760.43,3/27/2019 0:00,176557.84,105934.70,3/27/2019 0:00,430302.11,172120.84,3/27/2019 0:00,49010.33,8168.39,3/27/2019 0:00,9,354,Disponible
355,445264.77,339684.04,2/16/2019 0:00,731884.65,211533.46,12/23/2018 0:00,650555.65,36892.99,2/16/2019 0:00,169842.02,101905.21,2/16/2019 0:00,365942.33,146376.93,2/16/2019 0:00,390333.39,65055.57,2/16/2019 0:00,5,355,Disponible
356,219464.61,581331.99,8/8/2019 0:00,91015.80,170812.05,7/13/2019 0:00,249178.27,742713.73,1/17/2019 0:00,290666.00,174399.60,1/17/2019 0:00,45507.90,18203.16,1/17/2019 0:00,149506.96,24917.83,1/17/2019 0:00,4,356,Disponible
357,936683.16,328178.47,11/21/2018 0:00,677015.73,307047.14,7/29/2019 0:00,46004.24,364951.01,10/9/2019 0:00,164089.24,98453.54,10/9/2019 0:00,338507.87,135403.15,10/9/2019 0:00,27602.54,4600.42,10/9/2019 0:00,3,357,Disponible
358,241415.02,987877.35,8/6/2019 0:00,838988.23,176336.10,1/17/2019 0:00,262917.99,235899.99,1/17/2019 0:00,493938.68,296363.21,1/17/2019 0:00,419494.12,167797.65,1/17/2019 0:00,157750.79,26291.80,1/17/2019 0:00,12,358,Disponible
359,75728.99,277481.06,12/28/2018 0:00,50097.82,593920.59,12/24/2018 0:00,790266.91,924528.97,9/5/2019 0:00,138740.53,83244.32,9/5/2019 0:00,25048.91,10019.56,9/5/2019 0:00,474160.15,79026.69,9/5/2019 0:00,8,359,Disponible
360,276359.55,213844.71,6/12/2019 0:00,278442.03,242206.14,2/23/2019 0:00,778155.57,831069.21,5/22/2019 0:00,106922.36,64153.41,5/22/2019 0:00,139221.02,55688.41,5/22/2019 0:00,466893.34,77815.56,5/22/2019 0:00,9,360,Disponible
361,950838.96,998453.46,2/13/2019 0:00,654936.93,732047.01,7/9/2019 0:00,604013.07,590482.90,7/16/2019 0:00,499226.73,299536.04,7/16/2019 0:00,327468.47,130987.39,7/16/2019 0:00,362407.84,60401.31,7/16/2019 0:00,9,361,Disponible
362,516377.04,509661.26,1/28/2019 0:00,788767.54,325771.20,10/30/2018 0:00,118867.44,673663.07,4/30/2019 0:00,254830.63,152898.38,4/30/2019 0:00,394383.77,157753.51,4/30/2019 0:00,71320.46,11886.74,4/30/2019 0:00,1,362,Disponible
363,296503.14,35498.51,4/24/2019 0:00,343354.52,145565.11,3/18/2019 0:00,717514.88,223607.99,5/11/2019 0:00,17749.26,10649.55,5/11/2019 0:00,171677.26,68670.90,5/11/2019 0:00,430508.93,71751.49,5/11/2019 0:00,7,363,Disponible
364,377209.32,740288.57,3/11/2019 0:00,305812.67,128255.82,12/28/2018 0:00,386862.95,102421.15,8/30/2019 0:00,370144.29,222086.57,8/30/2019 0:00,152906.34,61162.53,8/30/2019 0:00,232117.77,38686.30,8/30/2019 0:00,8,364,Disponible
365,931485.41,884451.04,9/29/2019 0:00,172364.24,131133.21,4/29/2019 0:00,138207.14,639028.12,7/29/2019 0:00,442225.52,265335.31,7/29/2019 0:00,86182.12,34472.85,7/29/2019 0:00,82924.28,13820.71,7/29/2019 0:00,9,365,Disponible
366,345514.34,336115.50,8/30/2019 0:00,323413.64,210995.62,12/18/2018 0:00,600440.95,173291.40,7/18/2019 0:00,168057.75,100834.65,7/18/2019 0:00,161706.82,64682.73,7/18/2019 0:00,360264.57,60044.10,7/18/2019 0:00,6,366,Disponible
367,327725.55,860573.13,9/25/2019 0:00,318843.73,619820.01,7/29/2019 0:00,550493.27,493667.19,8/29/2019 0:00,430286.57,258171.94,8/29/2019 0:00,159421.87,63768.75,8/29/2019 0:00,330295.96,55049.33,8/29/2019 0:00,8,367,Disponible
368,846826.87,986479.39,7/16/2019 0:00,789430.67,496429.11,7/13/2019 0:00,717933.22,52097.13,8/18/2019 0:00,493239.70,295943.82,8/18/2019 0:00,394715.34,157886.13,8/18/2019 0:00,430759.93,71793.32,8/18/2019 0:00,8,368,Disponible
369,936348.59,580796.72,1/25/2019 0:00,637710.14,432843.41,5/3/2019 0:00,111281.89,41328.21,6/28/2019 0:00,290398.36,174239.02,6/28/2019 0:00,318855.07,127542.03,6/28/2019 0:00,66769.13,11128.19,6/28/2019 0:00,3,369,Disponible
370,793912.20,844190.76,8/31/2019 0:00,366820.45,537883.23,8/10/2019 0:00,585191.90,622679.22,2/12/2019 0:00,422095.38,253257.23,2/12/2019 0:00,183410.23,73364.09,2/12/2019 0:00,351115.14,58519.19,2/12/2019 0:00,12,370,Disponible
371,315428.43,390258.49,8/2/2019 0:00,660442.35,538027.43,2/19/2019 0:00,417053.94,701210.77,4/20/2019 0:00,195129.25,117077.55,4/20/2019 0:00,330221.18,132088.47,4/20/2019 0:00,250232.36,41705.39,4/20/2019 0:00,5,371,Disponible
372,871165.67,422474.73,2/28/2019 0:00,717876.58,565080.20,6/10/2019 0:00,239920.54,669914.70,6/14/2019 0:00,211237.37,126742.42,6/14/2019 0:00,358938.29,143575.32,6/14/2019 0:00,143952.32,23992.05,6/14/2019 0:00,6,372,Disponible
373,198136.99,185762.96,8/21/2019 0:00,243314.18,619066.12,11/1/2018 0:00,410422.64,199347.21,2/10/2019 0:00,92881.48,55728.89,2/10/2019 0:00,121657.09,48662.84,2/10/2019 0:00,246253.58,41042.26,2/10/2019 0:00,3,373,Disponible
374,188091.13,772600.83,3/18/2019 0:00,835753.59,71217.00,1/26/2019 0:00,976802.73,206605.61,3/3/2019 0:00,386300.42,231780.25,3/3/2019 0:00,417876.80,167150.72,3/3/2019 0:00,586081.64,97680.27,3/3/2019 0:00,10,374,Disponible
375,394919.83,52118.07,6/2/2019 0:00,958379.38,385434.39,10/7/2019 0:00,811519.52,392952.51,10/18/2019 0:00,26059.04,15635.42,10/18/2019 0:00,479189.69,191675.88,10/18/2019 0:00,486911.71,81151.95,10/18/2019 0:00,7,375,Disponible
376,874313.11,310254.18,5/12/2019 0:00,537179.05,706939.05,10/15/2019 0:00,891278.27,108633.14,9/28/2019 0:00,155127.09,93076.25,9/28/2019 0:00,268589.53,107435.81,9/28/2019 0:00,534766.96,89127.83,9/28/2019 0:00,4,376,Disponible
377,879045.05,886265.84,5/21/2019 0:00,371192.88,718654.85,7/1/2019 0:00,422690.99,760379.92,8/3/2019 0:00,443132.92,265879.75,8/3/2019 0:00,185596.44,74238.58,8/3/2019 0:00,253614.59,42269.10,8/3/2019 0:00,3,377,Disponible
378,829605.63,867392.44,5/12/2019 0:00,747918.65,374181.71,8/11/2019 0:00,730142.89,811799.21,11/12/2018 0:00,433696.22,260217.73,11/12/2018 0:00,373959.33,149583.73,11/12/2018 0:00,438085.73,73014.29,11/12/2018 0:00,2,378,Disponible
379,753382.36,201770.60,7/27/2019 0:00,371783.67,157638.71,8/3/2019 0:00,298166.31,970742.00,12/10/2018 0:00,100885.30,60531.18,12/10/2018 0:00,185891.84,74356.73,12/10/2018 0:00,178899.79,29816.63,12/10/2018 0:00,9,379,Disponible
380,153287.12,439595.38,3/24/2019 0:00,876942.11,205731.64,7/15/2019 0:00,893761.88,320077.57,9/5/2019 0:00,219797.69,131878.61,9/5/2019 0:00,438471.06,175388.42,9/5/2019 0:00,536257.13,89376.19,9/5/2019 0:00,1,380,Disponible
381,157971.56,731506.36,5/18/2019 0:00,146072.66,752597.39,9/22/2019 0:00,505793.51,923255.70,4/10/2019 0:00,365753.18,219451.91,4/10/2019 0:00,73036.33,29214.53,4/10/2019 0:00,303476.11,50579.35,4/10/2019 0:00,4,381,Disponible
382,974137.99,757705.42,2/3/2019 0:00,681952.43,448274.62,11/12/2018 0:00,594643.20,35018.34,10/28/2018 0:00,378852.71,227311.63,10/28/2018 0:00,340976.22,136390.49,10/28/2018 0:00,356785.92,59464.32,10/28/2018 0:00,6,382,Disponible
383,375718.81,876326.21,9/14/2019 0:00,312057.78,457805.00,4/23/2019 0:00,489026.01,375796.48,1/11/2019 0:00,438163.11,262897.86,1/11/2019 0:00,156028.89,62411.56,1/11/2019 0:00,293415.61,48902.60,1/11/2019 0:00,2,383,Disponible
384,87795.46,451978.69,7/22/2019 0:00,654528.18,320390.39,3/15/2019 0:00,592790.00,444140.09,9/2/2019 0:00,225989.35,135593.61,9/2/2019 0:00,327264.09,130905.64,9/2/2019 0:00,355674.00,59279.00,9/2/2019 0:00,6,384,Disponible
385,688806.68,450424.79,7/8/2019 0:00,751255.90,277430.85,4/14/2019 0:00,262450.78,430697.41,11/18/2018 0:00,225212.40,135127.44,11/18/2018 0:00,375627.95,150251.18,11/18/2018 0:00,157470.47,26245.08,11/18/2018 0:00,4,385,Disponible
386,144039.10,623093.20,2/27/2019 0:00,960384.12,349187.85,4/10/2019 0:00,594774.96,378551.64,6/19/2019 0:00,311546.60,186927.96,6/19/2019 0:00,480192.06,192076.82,6/19/2019 0:00,356864.98,59477.50,6/19/2019 0:00,7,386,Disponible
387,206953.80,441555.49,11/25/2018 0:00,486996.50,554015.53,12/13/2018 0:00,184292.48,991360.50,12/31/2018 0:00,220777.75,132466.65,12/31/2018 0:00,243498.25,97399.30,12/31/2018 0:00,110575.49,18429.25,12/31/2018 0:00,9,387,Disponible
388,725641.10,389310.74,7/25/2019 0:00,558729.39,794352.63,7/21/2019 0:00,759546.37,101392.38,1/6/2019 0:00,194655.37,116793.22,1/6/2019 0:00,279364.70,111745.88,1/6/2019 0:00,455727.82,75954.64,1/6/2019 0:00,4,388,Disponible
389,74573.06,166494.67,7/3/2019 0:00,149376.00,326702.99,12/17/2018 0:00,817612.32,640189.07,7/3/2019 0:00,83247.34,49948.40,7/3/2019 0:00,74688.00,29875.20,7/3/2019 0:00,490567.39,81761.23,7/3/2019 0:00,3,389,Disponible
